"Record ID","Catalogue Number","Taxon Concept GUID","Scientific Name - original","Vernacular name - original","Scientific Name","Taxon Rank","Vernacular name","Kingdom","Phylum","Class","Order","Family","Genus","Species","Subspecies","Data Resource ID","Data Resource Name","Institution ID","Institution","Collection ID","Collection","Licence","Institution Code","Collection Code","Locality","Latitude - original","Longitude - original","Geodetic datum - original","Latitude","Longitude","Coordinate Precision","Coordinate Uncertainty in Metres","Country - parsed","State - parsed","Local Government Areas","IMCRA 4 Regions","IBRA 7 Regions","Maximum elevation in meters","Minimum elevation in meters","Minimum depth in meters","Maximum depth in meters","Individual count","Collector","Year","Month","Day","Event Date - parsed","Verbatim event date","Basis Of Record - original","Basis Of Record","Occurrence status","Sex","Preparations","Outlier for layer","Taxonomic Quality","Location Quality"
"4740597b-0828-437d-aa15-504aa808444a","9401574","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr1411","iNaturalist","","","","","CC-BY-NC-Int","iNaturalist","Observations","","-33.2283515251","151.4708159761","","-33.2283515251","151.4708159761","","28984.0","Australia","New South Wales","Wyong (A)","","Sydney Basin","","","","","","regb","2018","01","08","2018-01-08","2018-01-08T10:23","HumanObservation","HumanObservation","present","","","","true","true"
"42452fca-941c-4c03-a5c5-48d505ce1b7b","K287023","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr717","Australian Museum Cicada Expedition","","","","","CC-BY","AM","","West Wallsend","-32.890102","151.540317","","-32.890102","151.540317","","","Australia","New South Wales","Lake Macquarie (C)","","Sydney Basin","","","","","","","1979","01","03","1979-01-03","","","PreservedSpecimen","present","","","","true","true"
"41c970f1-d6cc-4b54-8009-9bcc00849e24","K287026","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr717","Australian Museum Cicada Expedition","","","","","CC-BY","AM","","Wallingat","-32.34","152.43","","-32.34","152.43","","","Australia","New South Wales","Great Lakes (A)","","NSW North Coast","","","","","","","1981","01","28","1981-01-28","","","PreservedSpecimen","present","","","","true","true"
"3c09e21c-9b32-4024-bf7b-a9ff5d3027ec","10701738","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr1411","iNaturalist","","","","","CC-BY-NC-Int","iNaturalist","Observations","","-33.6763651045","150.6143352762","","-33.6763651045","150.6143352762","","2064.0","Australia","New South Wales","Blue Mountains (C)","","Sydney Basin","","","","","","liz_k","2018","01","10","2018-01-10","2018-01-10 2:00:28 pm AEDT","HumanObservation","HumanObservation","present","","","","true","true"
"3504aac3-d4df-4f30-97b8-13d644f4f4a5","K287046","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr717","Australian Museum Cicada Expedition","","","","","CC-BY","AM","","Wauchope","-31.4574","152.7326","","-31.4574","152.7326","","","Australia","New South Wales","Port Macquarie-Hastings (A)","","NSW North Coast","","","","","","","1999","01","11","1999-01-11","","","PreservedSpecimen","present","","","","true","true"
"21dbf7df-9221-4e0f-a256-38b132f51212","14799345","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr1411","iNaturalist","","","","","CC-BY-NC-Int","iNaturalist","Observations","","-33.186944","151.0409494","","-33.186944","151.0409494","","14866.0","Australia","New South Wales","Hawkesbury (C)","","Sydney Basin","","","","","","eliotmiller","2011","01","17","2011-01-17","2011/01/17 11:30 PM EST","HumanObservation","HumanObservation","present","","","","true","true"
"1b586cd1-dfdb-4892-91c8-79ef56775867","19440933","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr1411","iNaturalist","","","","","CC-BY-NC-Int","iNaturalist","Observations","","-30.8912480873","153.0781080551","","-30.8912480873","153.0781080551","","40.0","Australia","New South Wales","Kempsey (A)","","NSW North Coast","","","","","","Nick Lambert","2019","01","05","2019-01-05","2019/01/05 11:10 AM AEDT","HumanObservation","HumanObservation","present","","","","true","true"
"0f2d5a23-0d71-47f0-b088-8ad2c38b4691","K.287023","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata (Fabricius, 1803)","Double Drummer","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr340","Australian Museum provider for OZCAM","in4","Australian Museum","co9","Australian Museum Entomology Collection","CC-BY","AM","Entomology","","-32.883","151.533","","-32.883","151.533","","10000.0","Australia","New South Wales","Cessnock (C)","","Sydney Basin","","","","","","Chadwick, Clarence E.","1979","01","03","1979-01-03","","PreservedSpecimen","PreservedSpecimen","present","","","","true","true"
"0e81bd2d-cbba-4835-b2b9-f620edea4074","K287040","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr717","Australian Museum Cicada Expedition","","","","","CC-BY","AM","","West Wallsend","-32.89","151.54","","-32.89","151.54","","","Australia","New South Wales","Lake Macquarie (C)","","Sydney Basin","","","","","","","1979","01","03","1979-01-03","","","PreservedSpecimen","present","","","","true","true"
"ed8377f2-a906-4558-83be-97eb6e63dd21","K.287006","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata (Fabricius, 1803)","Double Drummer","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr340","Australian Museum provider for OZCAM","in4","Australian Museum","co9","Australian Museum Entomology Collection","CC-BY","AM","Entomology","","","","","","","","","","","","","","","","","","","","","","","","","PreservedSpecimen","PreservedSpecimen","present","","","","true",""
"eaaab2c6-1f2e-4886-8001-59a99698ede6","K287065","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr717","Australian Museum Cicada Expedition","","","","","CC-BY","AM","","","","","","","","","","","","","","","","","","","","","","","","","","","PreservedSpecimen","present","","","","true",""
"e4948f9e-2a6f-4e78-b77f-f20a794c1a4c","K.3147","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata (Fabricius, 1803)","Double Drummer","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr340","Australian Museum provider for OZCAM","in4","Australian Museum","co9","Australian Museum Entomology Collection","CC-BY","AM","Entomology","","-34.633","150.733","","-34.633","150.733","","100000.0","Australia","New South Wales","Kiama (A)","","Sydney Basin","","","","","","J.C.Cox","1896","","","1896-01-01","","PreservedSpecimen","PreservedSpecimen","present","","","","true","true"
"e3f9e833-1a3b-4c58-99f0-aa2b119b69d5","E72283","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr348","Western Australian Museum provider for OZCAM","","","","","CC-BY","WAM","IN","","-27.4666","153.0333","","-27.4666","153.0333","","","Australia","Queensland","","","South Eastern Queensland","","","","","1","Kerr, J.","","","","","","PreservedSpecimen","PreservedSpecimen","present","Female","","","true","true"
"ccc3932e-9931-4ef3-a659-d9ef3475b010","20-002418","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata (Fabricius, 1803)","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr346","South Australian Museum Australia provider for OZCAM","in22","South Australian Museum","co56","South Australian Museum Terrestrial Invertebrate Collection","CC-BY","SAMA","Entomology","","-33.8831","151.2169","","-33.8831","151.2169","","10000.0","Australia","New South Wales","Sydney (C)","","Sydney Basin","","","","","1.0","","","","","","","PreservedSpecimen","PreservedSpecimen","present","Unsexed","","","true","true"
"c38fca8f-fcc1-42b0-8f04-fa4d563931be","20-002412","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata (Fabricius, 1803)","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr346","South Australian Museum Australia provider for OZCAM","in22","South Australian Museum","co56","South Australian Museum Terrestrial Invertebrate Collection","CC-BY","SAMA","Entomology","","-19.5000","142.7000","","-19.5","142.7","","100000.0","Australia","Queensland","Croydon (S)","","Gulf Plains","","","","","1.0","E, M","","","","","","PreservedSpecimen","PreservedSpecimen","present","Unsexed","","el882","true","true"
"c3321624-19b0-439e-96df-ca0971225533","K.286996","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr6910","Australian Museum Cicada Expedition - 2","","","","","CC-BY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","present","","","","true",""
"c20c7e9f-4d8b-424b-9911-7641eda87300","20-002410","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata (Fabricius, 1803)","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr346","South Australian Museum Australia provider for OZCAM","in22","South Australian Museum","co56","South Australian Museum Terrestrial Invertebrate Collection","CC-BY","SAMA","Entomology","","-27.4669","153.0331","","-27.4669","153.0331","","10000.0","Australia","Queensland","","","South Eastern Queensland","","","","","1.0","Mellor, E","","","","","","PreservedSpecimen","PreservedSpecimen","present","Unsexed","","","true","true"
"b85d7a92-0cbf-4b07-8b41-e412b682d1e3","20-002412","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr742","South Australian Museum Terrestrial Invertebrate Images","in22","South Australian Museum","co56","South Australian Museum Terrestrial Invertebrate Collection","CC-BY 4.0 (Int)","SAMA","Entomology","<Queensland 0 dir, AU QLD","-19.5","142.7","","-19.5","142.7","","100000.0","Australia","Queensland","Croydon (S)","","Gulf Plains","","","","","","E.M.","1904","","","1904-01-01","","PreservedSpecimen","PreservedSpecimen","present","U","pinned","el882","true","true"
"af14d0c1-c247-455f-9421-84ee636b066d","K287008","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr717","Australian Museum Cicada Expedition","","","","","CC-BY","AM","","Sydney","-33.87","151.21","","-33.87","151.21","","","Australia","New South Wales","Sydney (C)","","Sydney Basin","","","","","","","","","","","","","PreservedSpecimen","present","","","","true","true"
"ad39e2f1-2e8c-46a3-9e77-2f4870b6f422","E72281","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr348","Western Australian Museum provider for OZCAM","","","","","CC-BY","WAM","IN","","-33.7166","151.3000","","-33.7166","151.3","","","Australia","New South Wales","Warringah (A)","","Sydney Basin","","","","","1","","","","","","","PreservedSpecimen","PreservedSpecimen","present","","","","true","true"
"ac394b5a-19ff-4c4d-a83a-2679ff8fb6c2","20-002417","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata (Fabricius, 1803)","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr346","South Australian Museum Australia provider for OZCAM","in22","South Australian Museum","co56","South Australian Museum Terrestrial Invertebrate Collection","CC-BY","SAMA","Entomology","","-33.8831","151.2169","","-33.8831","151.2169","","10000.0","Australia","New South Wales","Sydney (C)","","Sydney Basin","","","","","1.0","Ashton, H","","","","","","PreservedSpecimen","PreservedSpecimen","present","Unsexed","","","true","true"
"a3f8645d-a95a-4bc6-b4ad-716701de6dfe","20-002414","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr742","South Australian Museum Terrestrial Invertebrate Images","in22","South Australian Museum","co56","South Australian Museum Terrestrial Invertebrate Collection","CC-BY 4.0 (Int)","SAMA","Entomology","Stanthorpe 0 dir, AU QLD","-28.67","151.933","","-28.67","151.933","","10000.0","Australia","Queensland","Southern Downs (R)","","New England Tablelands","","","","","","","","","","","","PreservedSpecimen","PreservedSpecimen","present","U","pinned","","true","true"
"9c1333e8-4d8d-4de9-9ed7-d8e88194b51f","E72282","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr348","Western Australian Museum provider for OZCAM","","","","","CC-BY","WAM","IN","","-27.4666","153.0333","","-27.4666","153.0333","","","Australia","Queensland","","","South Eastern Queensland","","","","","1","Kerr, J.","","","","","","PreservedSpecimen","PreservedSpecimen","present","","","","true","true"
"8f587644-7340-4c93-9c74-0e34158250fc","20-002416","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata (Fabricius, 1803)","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr346","South Australian Museum Australia provider for OZCAM","in22","South Australian Museum","co56","South Australian Museum Terrestrial Invertebrate Collection","CC-BY","SAMA","Entomology","","-33.68","150.55","","-33.68","150.55","","5000.0","Australia","New South Wales","Blue Mountains (C)","","Sydney Basin","","","","","1.0","Angel, F","","","","","","PreservedSpecimen","PreservedSpecimen","present","Unsexed","","","true","true"
"8cde826a-b540-432f-ad38-6cde182066b1","K287006","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr717","Australian Museum Cicada Expedition","","","","","CC-BY","AM","","","","","","","","","","","","","","","","","","","","","","","","","","","PreservedSpecimen","present","","","","true",""
"8222f08b-d127-423a-9722-4c06c98a4a58","20-002417","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr742","South Australian Museum Terrestrial Invertebrate Images","in22","South Australian Museum","co56","South Australian Museum Terrestrial Invertebrate Collection","CC-BY 4.0 (Int)","SAMA","Entomology","Sydney 0 dir, AU NSW","-33.883","151.217","","-33.883","151.217","","10000.0","Australia","New South Wales","Sydney (C)","","Sydney Basin","","","","","","Ashton H.","","","","","","PreservedSpecimen","PreservedSpecimen","present","U","pinned","","true","true"
"744c9ed6-a28a-4bde-a2d6-91e901f608a6","K287015","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr717","Australian Museum Cicada Expedition","","","","","CC-BY","AM","","Gordon","-33.7552","151.1583","","-33.7552","151.1583","","","Australia","New South Wales","Ku-ring-gai (A)","","Sydney Basin","","","","","","","","","","","","","PreservedSpecimen","present","","","","true","true"
"6b27b3cd-1c02-4f47-abe9-b9efa94aed73","K.287008","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata (Fabricius, 1803)","Double Drummer","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr340","Australian Museum provider for OZCAM","in4","Australian Museum","co9","Australian Museum Entomology Collection","CC-BY","AM","Entomology","","-33.86527","151.20958","","-33.86527","151.20958","","100000.0","Australia","New South Wales","Sydney (C)","","Sydney Basin","","","","","","","","","","","","PreservedSpecimen","PreservedSpecimen","present","","","","true","true"
"644a3f0c-9f9d-4524-a53d-7022c1cf269f","E72280","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr348","Western Australian Museum provider for OZCAM","","","","","CC-BY","WAM","IN","","-33.7166","151.3000","","-33.7166","151.3","","","Australia","New South Wales","Warringah (A)","","Sydney Basin","","","","","1","","","","","","","PreservedSpecimen","PreservedSpecimen","present","Male","","","true","true"
"57238cf8-2e80-4ade-8b78-653f13ea1247","K.287001","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata (Fabricius, 1803)","Double Drummer","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr340","Australian Museum provider for OZCAM","in4","Australian Museum","co9","Australian Museum Entomology Collection","CC-BY","AM","Entomology","","","","","","","","","","","","","","","","","","","","","","","","","PreservedSpecimen","PreservedSpecimen","present","","","","true",""
"496063e0-1838-43d7-a443-2771941b16fd","SPJGI5271037","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","Double Drummer","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-34.777777778","150.736666667","GDA94","-34.777777777","150.736666667","","50.0","Australia","New South Wales","Shoalhaven (C)","","Sydney Basin","","","","","500","OJJS18022106","","","","2017-11-01","","HumanObservation","HumanObservation","present","","","","true","true"
"456d2af4-7336-4086-b57f-74383acca886","K.287044","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata (Fabricius, 1803)","Double Drummer","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr340","Australian Museum provider for OZCAM","in4","Australian Museum","co9","Australian Museum Entomology Collection","CC-BY","AM","Entomology","","","","","","","","","","","","","","","","","","","","","","","","","PreservedSpecimen","PreservedSpecimen","present","","","","true",""
"2f0d2ea2-ea37-4dfb-81f2-28a90677b98d","20-002414","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata (Fabricius, 1803)","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr346","South Australian Museum Australia provider for OZCAM","in22","South Australian Museum","co56","South Australian Museum Terrestrial Invertebrate Collection","CC-BY","SAMA","Entomology","","-28.6700","151.9331","","-28.67","151.9331","","10000.0","Australia","Queensland","Southern Downs (R)","","New England Tablelands","","","","","1.0","","","","","","","PreservedSpecimen","PreservedSpecimen","present","Unsexed","","","true","true"
"24118491-955c-45af-a756-d6bd742d9d03","20-002418","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr742","South Australian Museum Terrestrial Invertebrate Images","in22","South Australian Museum","co56","South Australian Museum Terrestrial Invertebrate Collection","CC-BY 4.0 (Int)","SAMA","Entomology","Sydney 0 dir, AU NSW","-33.883","151.217","","-33.883","151.217","","10000.0","Australia","New South Wales","Sydney (C)","","Sydney Basin","","","","","","","","","","","","PreservedSpecimen","PreservedSpecimen","present","U","pinned","","true","true"
"15e12f4b-c03a-4f14-a9e8-ea2a066c7853","20-002409","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata (Fabricius, 1803)","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr346","South Australian Museum Australia provider for OZCAM","in22","South Australian Museum","co56","South Australian Museum Terrestrial Invertebrate Collection","CC-BY","SAMA","Entomology","","-27.4669","153.0331","","-27.4669","153.0331","","10000.0","Australia","Queensland","","","South Eastern Queensland","","","","","1.0","Mellor, E","","","","","","PreservedSpecimen","PreservedSpecimen","present","Unsexed","","","true","true"
"0a984f6d-7fc1-48f1-b16c-d975d5d85ef9","20-002411","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata (Fabricius, 1803)","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr346","South Australian Museum Australia provider for OZCAM","in22","South Australian Museum","co56","South Australian Museum Terrestrial Invertebrate Collection","CC-BY","SAMA","Entomology","","-27.4669","153.0331","","-27.4669","153.0331","","10000.0","Australia","Queensland","","","South Eastern Queensland","","","","","1.0","Mellor, E","","","","","","PreservedSpecimen","PreservedSpecimen","present","Unsexed","","","true","true"
"04806a8e-1f11-4b3d-b960-287710df3f84","K287044","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr717","Australian Museum Cicada Expedition","","","","","CC-BY","AM","","","","","","","","","","","","","","","","","","","","","","","","","","","PreservedSpecimen","present","","","","true",""
"fee192af-1a84-46f7-a9d7-b00b245da74a","K287010","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr717","Australian Museum Cicada Expedition","","","","","CC-BY","AM","","Landsdowne","","","","","","","","","","","","","","","","","","","1980","12","15","1980-12-15","","","PreservedSpecimen","present","","","","true",""
"fa1b8c8b-a17a-4ab5-8ef0-94680abbaf62","K287000","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr717","Australian Museum Cicada Expedition","","","","","CC-BY","AM","","Lake Macquarie","-33.0934","151.589","","-33.0934","151.589","","","Australia","New South Wales","","","Sydney Basin","","","","","","","1980","12","18","1980-12-18","","","PreservedSpecimen","present","","","","true","true"
"f992659c-c6d0-4c9b-ae1a-c9254f80c5fb","HEM842","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata (Fabricius, 1803)","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr342","Museums Victoria provider for OZCAM","in16","Museums Victoria","co39","Museums Victoria Entomology Collection","CC-BY","NMV","Entomology","Brisbane","-27.47","153.02","WGS84","-27.47","153.02","","","Australia","Queensland","","","South Eastern Queensland","","","","","1","J. K.","1958","12","27","1958-12-27","","PreservedSpecimen","PreservedSpecimen","present","Unknown","specimenForm=pinned","","true","true"
"f416ca7b-49fb-4190-a644-548f14ffa50b","K.287005","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata (Fabricius, 1803)","Double Drummer","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr340","Australian Museum provider for OZCAM","in4","Australian Museum","co9","Australian Museum Entomology Collection","CC-BY","AM","Entomology","","-35.23166","150.53460","","-35.23166","150.5346","","10000.0","Australia","New South Wales","","Southeast Shelf Transition","","","","","","","Daniels, Greg","1969","12","27","1969-12-27","","PreservedSpecimen","PreservedSpecimen","present","","","","true","true"
"f19defe1-6669-47ce-ac67-4902730ae6e9","K.287045","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata (Fabricius, 1803)","Double Drummer","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr340","Australian Museum provider for OZCAM","in4","Australian Museum","co9","Australian Museum Entomology Collection","CC-BY","AM","Entomology","","-33.933","150.933","","-33.933","150.933","","10000.0","Australia","New South Wales","Liverpool (C)","","Sydney Basin","","","","","","Day, Mr Barry J. - Australian Museum - Science","1998","12","11","1998-12-11","","PreservedSpecimen","PreservedSpecimen","present","","","","true","true"
"f16c6fa1-0549-45e1-a2ea-92c9e8b1a34e","K286999","urn:lsid:biodiversity.org.au:afd.taxon:4b9b5bb1-f8b6-4daa-9cc2-17b40c17e266","Thopha saccata","","Thopha saccata","species","Double Drummer","Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Thopha","Thopha saccata","","dr717","Australian Museum Cicada Expedition","","","","","CC-BY","AM","","Mosman","-33.8292","151.2441","","-33.8292","151.2441","","","Australia","New South Wales","Mosman (A)","","Sydney Basin","","","","","","","1949","12","07","1949-12-07","","","PreservedSpecimen","present","","","","true","true"
